Ref_Date,GEO,OCC,Vector,Coordinate,Value
2013/07,Alberta,"Managers in health, education, social and community services",v64593030,10.7,70
2013/07,Alberta,Managers in public administration,v64593035,10.75,70
2013/07,Alberta,Managers in manufacturing and utilities,v64593056,10.96,70
2013/07,Alberta,Office equipment operators,v64593107,10.143,70
2013/07,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,70
2013/07,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,70
2013/07,Alberta,Masonry and plastering trades,v64593472,10.49,70
2013/07,Alberta,"Crane operators, drillers and blasters",v64593547,10.563,70
2013/07,Alberta,Agriculture and horticulture workers,v64593588,10.602,70
2013/07,Alberta,"Supervisors, mining, oil and gas",v64593594,10.608,70
2013/07,Alberta,Supervisors in manufacturing,v64593624,10.636,70
2013/08,Alberta,Managers in public administration,v64593035,10.75,70
2013/08,Alberta,Managers in manufacturing and utilities,v64593056,10.96,70
2013/08,Alberta,Office equipment operators,v64593107,10.143,70
2013/08,Alberta,Agriculture and horticulture workers,v64593588,10.602,70
2013/08,Alberta,Supervisors in manufacturing,v64593624,10.636,70
2013/09,Alberta,Managers in manufacturing and utilities,v64593056,10.96,70
2013/09,Alberta,Physical science professionals,v64593139,10.174,70
2013/09,Alberta,Stationary engineers and power station and system operators,v64593493,10.51,70
2013/09,Alberta,Agriculture and horticulture workers,v64593588,10.602,70
2013/09,Alberta,Central control and process operators in manufacturing and processing,v64593641,10.653,70
2013/10,Alberta,Technical occupations in life sciences,v64593181,10.216,70
2013/10,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,70
2013/10,Alberta,Agriculture and horticulture workers,v64593588,10.602,70
2013/10,Alberta,Central control and process operators in manufacturing and processing,v64593641,10.653,70
2013/11,Alberta,Managers in financial and business services,v64593023,10.63,70
2013/11,Alberta,Managers in manufacturing and utilities,v64593056,10.96,70
2013/11,Alberta,Physical science professionals,v64593139,10.174,70
2013/11,Alberta,Other engineers,v64593154,10.189,70
2013/11,Alberta,"Writing, translating and public relations professionals",v64593316,10.344,70
2013/11,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,70
2013/11,Alberta,Stationary engineers and power station and system operators,v64593493,10.51,70
2013/11,Alberta,Other mechanics,v64593520,10.537,70
2013/12,Alberta,Stationary engineers and power station and system operators,v64593493,10.51,70
2013/12,Alberta,"Crane operators, drillers and blasters",v64593547,10.563,70
2014/01,Alberta,Managers in financial and business services,v64593023,10.63,70
2014/01,Alberta,Physical science professionals,v64593139,10.174,70
2014/01,Alberta,"Architects, urban planners and land surveyors",v64593163,10.198,70
2014/01,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,70
2014/01,Alberta,"Athletes, coaches, referees and related occupations",v64593350,10.378,70
2014/01,Alberta,"Underground miners, oil and gas drillers and related workers",v64593597,10.611,70
2014/01,Alberta,"Machine operators and related workers in chemical, plastic and rubber processing",v64593652,10.664,70
2014/02,Alberta,Physical science professionals,v64593139,10.174,70
2014/02,Alberta,"Writing, translating and public relations professionals",v64593316,10.344,70
2014/02,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,70
2014/02,Alberta,"Machine operators and related workers in chemical, plastic and rubber processing",v64593652,10.664,70
2014/02,Alberta,"Machine operators and related workers in food, beverage and tobacco processing",v64593674,10.686,70
2014/03,Alberta,Managers in financial and business services,v64593023,10.63,70
2014/03,Alberta,Physical science professionals,v64593139,10.174,70
2014/03,Alberta,Other engineers,v64593154,10.189,70
2014/03,Alberta,College and other vocational instructors,v64593295,10.324,70
2014/03,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,70
2014/03,Alberta,"Underground miners, oil and gas drillers and related workers",v64593597,10.611,70
2014/03,Alberta,"Machine operators and related workers in food, beverage and tobacco processing",v64593674,10.686,70
2014/04,Alberta,Managers in manufacturing and utilities,v64593056,10.96,70
2014/04,Alberta,Physical science professionals,v64593139,10.174,70
2014/04,Alberta,Other engineers,v64593154,10.189,70
2014/04,Alberta,"Professional occupations in health, nurse supervisors and registered nurses",v64593219,10.11,70
2014/04,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,70
2014/04,Alberta,"Other occupations in travel, accommodation, amusement and recreation",v64593414,10.437,70
2014/04,Alberta,"Machine operators and related workers in food, beverage and tobacco processing",v64593674,10.686,70
2014/05,Alberta,Managers in financial and business services,v64593023,10.63,70
2014/05,Alberta,Physical science professionals,v64593139,10.174,70
2014/05,Alberta,"Writing, translating and public relations professionals",v64593316,10.344,70
2014/05,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,70
2014/05,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,70
2014/05,Alberta,Logging and forestry workers,v64593605,10.619,70
2014/05,Alberta,"Machine operators and related workers in food, beverage and tobacco processing",v64593674,10.686,70
2014/06,Alberta,Managers in financial and business services,v64593023,10.63,70
2014/06,Alberta,Managers in manufacturing and utilities,v64593056,10.96,70
2014/06,Alberta,"Professional occupations in health, nurse supervisors and registered nurses",v64593219,10.11,70
2014/06,Alberta,University professors and assistants,v64593292,10.321,70
2014/06,Alberta,"Writing, translating and public relations professionals",v64593316,10.344,70
2014/06,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,70
2014/06,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,70
2014/06,Alberta,Agriculture and horticulture workers,v64593588,10.602,70
2014/06,Alberta,"Machine operators and related workers in food, beverage and tobacco processing",v64593674,10.686,70
2014/07,Alberta,Managers in financial and business services,v64593023,10.63,70
2014/07,Alberta,Managers in manufacturing and utilities,v64593056,10.96,70
2014/07,Alberta,Office equipment operators,v64593107,10.143,70
2014/07,Alberta,"Architects, urban planners and land surveyors",v64593163,10.198,70
2014/07,Alberta,"Writing, translating and public relations professionals",v64593316,10.344,70
2014/07,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,70
2014/07,Alberta,"Other occupations in travel, accommodation, amusement and recreation",v64593414,10.437,70
2014/07,Alberta,Machinists and related occupations,v64593497,10.514,70
2014/07,Alberta,"Machine operators and related workers in food, beverage and tobacco processing",v64593674,10.686,70
2014/08,Alberta,Managers in financial and business services,v64593023,10.63,70
2014/08,Alberta,"Managers in health, education, social and community services",v64593030,10.7,70
2014/08,Alberta,Office equipment operators,v64593107,10.143,70
2014/08,Alberta,"Architects, urban planners and land surveyors",v64593163,10.198,70
2014/08,Alberta,"Writing, translating and public relations professionals",v64593316,10.344,70
2014/08,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,70
2014/08,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,70
2014/09,Alberta,Office equipment operators,v64593107,10.143,70
2014/09,Alberta,"Professional occupations in health, nurse supervisors and registered nurses",v64593219,10.11,70
2014/09,Alberta,College and other vocational instructors,v64593295,10.324,70
2014/09,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,70
2014/09,Alberta,"Other installers, repairers and servicers",v64593536,10.553,70
2014/09,Alberta,"Crane operators, drillers and blasters",v64593547,10.563,70
2014/09,Alberta,Central control and process operators in manufacturing and processing,v64593641,10.653,70
2014/10,Alberta,College and other vocational instructors,v64593295,10.324,70
2014/10,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,70
2014/10,Alberta,"Underground miners, oil and gas drillers and related workers",v64593597,10.611,70
2014/10,Alberta,Central control and process operators in manufacturing and processing,v64593641,10.653,70
2014/11,Alberta,College and other vocational instructors,v64593295,10.324,70
2014/11,Alberta,Creative designers and craftspersons,v64593344,10.372,70
2014/11,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,70
2014/11,Alberta,"Other occupations in travel, accommodation, amusement and recreation",v64593414,10.437,70
2014/11,Alberta,Stationary engineers and power station and system operators,v64593493,10.51,70
2014/11,Alberta,Other mechanics,v64593520,10.537,70
2014/11,Alberta,Mine service workers and operators in oil and gas drilling,v64593600,10.614,70
2014/12,Alberta,Managers in manufacturing and utilities,v64593056,10.96,70
2014/12,Alberta,Physical science professionals,v64593139,10.174,70
2014/12,Alberta,College and other vocational instructors,v64593295,10.324,70
2014/12,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,70
2014/12,Alberta,Mine service workers and operators in oil and gas drilling,v64593600,10.614,70
2015/01,Alberta,Office equipment operators,v64593107,10.143,70
2015/01,Alberta,Physical science professionals,v64593139,10.174,70
2015/01,Alberta,"Architects, urban planners and land surveyors",v64593163,10.198,70
2015/01,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,70
2015/01,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,70
2015/01,Alberta,"Machine operators and related workers in food, beverage and tobacco processing",v64593674,10.686,70
2015/02,Alberta,Managers in financial and business services,v64593023,10.63,70
2015/02,Alberta,Office equipment operators,v64593107,10.143,70
2015/02,Alberta,College and other vocational instructors,v64593295,10.324,70
2015/02,Alberta,"Technical occupations in libraries, archives, museums and art galleries",v64593330,10.358,70
2015/02,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,70
2015/02,Alberta,"Machine operators and related workers in chemical, plastic and rubber processing",v64593652,10.664,70
2015/02,Alberta,"Machine operators and related workers in food, beverage and tobacco processing",v64593674,10.686,70
2015/03,Alberta,Managers in financial and business services,v64593023,10.63,70
2015/03,Alberta,College and other vocational instructors,v64593295,10.324,70
2015/03,Alberta,"Technical occupations in libraries, archives, museums and art galleries",v64593330,10.358,70
2015/03,Alberta,Unclassified occupations,v64593721,10.34,70
2015/04,Alberta,College and other vocational instructors,v64593295,10.324,70
2015/04,Alberta,"Butchers and bakers, retail and wholesale",v64593436,10.457,70
2015/04,Alberta,Logging machinery operators,v64593603,10.617,70
2015/05,Alberta,"Managers in health, education, social and community services",v64593030,10.7,70
2015/05,Alberta,"Professional occupations in health, nurse supervisors and registered nurses",v64593219,10.11,70
2015/05,Alberta,Logging and forestry workers,v64593605,10.619,70
2015/06,Alberta,"Managers in health, education, social and community services",v64593030,10.7,70
2015/06,Alberta,"Professional occupations in health, nurse supervisors and registered nurses",v64593219,10.11,70
2015/06,Alberta,"Butchers and bakers, retail and wholesale",v64593436,10.457,70
2015/06,Alberta,Logging machinery operators,v64593603,10.617,70
2015/07,Alberta,Managers in public administration,v64593035,10.75,70
2015/07,Alberta,Managers in primary production (except agriculture),v64593054,10.94,70
2015/07,Alberta,"Supervisors, processing occupations",v64593625,10.637,70
2015/08,Alberta,Creative and performing artists,v64593322,10.35,70
2015/08,Alberta,Other elemental service occupations,v64593445,10.466,70
2015/08,Alberta,Other mechanics,v64593520,10.537,70
2015/09,Alberta,"Managers in health, education, social and community services",v64593030,10.7,70
2015/09,Alberta,Managers in primary production (except agriculture),v64593054,10.94,70
2015/09,Alberta,"Professional occupations in health, nurse supervisors and registered nurses",v64593219,10.11,70
2015/09,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,70
2015/09,Alberta,Agriculture and horticulture workers,v64593588,10.602,70
2015/09,Alberta,"Supervisors, processing occupations",v64593625,10.637,70
2015/10,Alberta,"Managers in health, education, social and community services",v64593030,10.7,70
2015/10,Alberta,"Professional occupations in health, nurse supervisors and registered nurses",v64593219,10.11,70
2015/10,Alberta,Medical technologists and technicians (except dental health),v64593244,10.276,70
2015/10,Alberta,Train crew operating occupations,v64593557,10.573,70
2015/11,Alberta,"Managers in health, education, social and community services",v64593030,10.7,70
2015/11,Alberta,Managers in public administration,v64593035,10.75,70
2015/11,Alberta,Managers in primary production (except agriculture),v64593054,10.94,70
2015/11,Alberta,Train crew operating occupations,v64593557,10.573,70
2015/12,Alberta,Managers in public administration,v64593035,10.75,70
2015/12,Alberta,Life science professionals,v64593145,10.18,70
2015/12,Alberta,Medical technologists and technicians (except dental health),v64593244,10.276,70
2015/12,Alberta,"Athletes, coaches, referees and related occupations",v64593350,10.378,70
2015/12,Alberta,Police officers and fire-fighters,v64593392,10.415,70
2015/12,Alberta,Other elemental service occupations,v64593445,10.466,70
2015/12,Alberta,"Printing press operators, commercial divers and other trades and related occupations, n.e.c.",v64593532,10.549,70
2015/12,Alberta,"Machine operators and related workers in food, beverage and tobacco processing",v64593674,10.686,70
2005/01,Alberta,"Managers in health, education, social and community services",v64593030,10.7,60
2005/01,Alberta,"Professional occupations in health, nurse supervisors and registered nurses",v64593219,10.11,60
2005/01,Alberta,Medical technologists and technicians (except dental health),v64593244,10.276,60
2005/01,Alberta,Creative and performing artists,v64593322,10.35,60
2005/01,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,60
2005/01,Alberta,Tour and recreational guides and casino occupations,v64593410,10.433,60
2005/01,Alberta,Other occupations in personal service,v64593427,10.448,60
2005/01,Alberta,"Underground miners, oil and gas drillers and related workers",v64593597,10.611,60
2005/01,Alberta,"Machine operators and related workers in chemical, plastic and rubber processing",v64593652,10.664,60
2005/02,Alberta,Managers in manufacturing and utilities,v64593056,10.96,60
2005/02,Alberta,"Professional occupations in health, nurse supervisors and registered nurses",v64593219,10.11,60
2005/02,Alberta,College and other vocational instructors,v64593295,10.324,60
2005/02,Alberta,Creative and performing artists,v64593322,10.35,60
2005/02,Alberta,"Supervisors, processing occupations",v64593625,10.637,60
2005/02,Alberta,Machine operators and related workers in metal and mineral products processing,v64593646,10.658,60
2005/02,Alberta,"Machine operators and related workers in chemical, plastic and rubber processing",v64593652,10.664,60
2005/03,Alberta,Managers in financial and business services,v64593023,10.63,60
2005/03,Alberta,"Managers in health, education, social and community services",v64593030,10.7,60
2005/03,Alberta,"Professional occupations in health, nurse supervisors and registered nurses",v64593219,10.11,60
2005/03,Alberta,"Writing, translating and public relations professionals",v64593316,10.344,60
2005/03,Alberta,"Athletes, coaches, referees and related occupations",v64593350,10.378,60
2005/03,Alberta,Technical occupations in personal service,v64593424,10.445,60
2005/03,Alberta,"Butchers and bakers, retail and wholesale",v64593436,10.457,60
2005/03,Alberta,Other elemental service occupations,v64593445,10.466,60
2005/04,Alberta,Managers in financial and business services,v64593023,10.63,60
2005/04,Alberta,"Professional occupations in health, nurse supervisors and registered nurses",v64593219,10.11,60
2005/04,Alberta,"Writing, translating and public relations professionals",v64593316,10.344,60
2005/04,Alberta,Other elemental service occupations,v64593445,10.466,60
2005/04,Alberta,Other mechanics,v64593520,10.537,60
2005/04,Alberta,"Printing press operators, commercial divers and other trades and related occupations, n.e.c.",v64593532,10.549,60
2005/04,Alberta,Logging machinery operators,v64593603,10.617,60
2005/05,Alberta,"Managers in engineering, architecture, science and information systems",v64593008,10.48,60
2005/05,Alberta,"Managers in health, education, social and community services",v64593030,10.7,60
2005/05,Alberta,"Civil, mechanical, electrical and chemical engineers",v64593149,10.184,60
2005/05,Alberta,Technical occupations in life sciences,v64593181,10.216,60
2005/05,Alberta,"Writing, translating and public relations professionals",v64593316,10.344,60
2005/05,Alberta,Other occupations in protective service,v64593395,10.418,60
2005/05,Alberta,Other elemental service occupations,v64593445,10.466,60
2005/05,Alberta,Central control and process operators in manufacturing and processing,v64593641,10.653,60
2005/06,Alberta,"Managers in engineering, architecture, science and information systems",v64593008,10.48,60
2005/06,Alberta,Managers in financial and business services,v64593023,10.63,60
2005/06,Alberta,"Managers in health, education, social and community services",v64593030,10.7,60
2005/06,Alberta,University professors and assistants,v64593292,10.321,60
2005/06,Alberta,Other occupations in protective service,v64593395,10.418,60
2005/06,Alberta,Other elemental service occupations,v64593445,10.466,60
2005/06,Alberta,Masonry and plastering trades,v64593472,10.49,60
2005/06,Alberta,Central control and process operators in manufacturing and processing,v64593641,10.653,60
2005/07,Alberta,"Managers in engineering, architecture, science and information systems",v64593008,10.48,60
2005/07,Alberta,"Technical occupations in architecture, drafting, surveying and mapping",v64593197,10.232,60
2005/07,Alberta,University professors and assistants,v64593292,10.321,60
2005/07,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,60
2005/07,Alberta,Other occupations in protective service,v64593395,10.418,60
2005/07,Alberta,"Butchers and bakers, retail and wholesale",v64593436,10.457,60
2005/07,Alberta,Machinists and related occupations,v64593497,10.514,60
2005/07,Alberta,Central control and process operators in manufacturing and processing,v64593641,10.653,60
2005/08,Alberta,"Managers in engineering, architecture, science and information systems",v64593008,10.48,60
2005/08,Alberta,Managers in manufacturing and utilities,v64593056,10.96,60
2005/08,Alberta,"Technical occupations in architecture, drafting, surveying and mapping",v64593197,10.232,60
2005/08,Alberta,Nurse supervisors and registered nurses,v64593238,10.271,60
2005/08,Alberta,Nurse supervisors and registered nurses,v64593239,10.272,60
2005/08,Alberta,"Other occupations in travel, accommodation, amusement and recreation",v64593414,10.437,60
2005/08,Alberta,"Other installers, repairers and servicers",v64593536,10.553,60
2005/08,Alberta,Logging machinery operators,v64593603,10.617,60
2005/08,Alberta,Supervisors in manufacturing,v64593624,10.636,60
2005/09,Alberta,"Managers in engineering, architecture, science and information systems",v64593008,10.48,60
2005/09,Alberta,"Managers in health, education, social and community services",v64593030,10.7,60
2005/09,Alberta,Managers in manufacturing and utilities,v64593056,10.96,60
2005/09,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,60
2005/09,Alberta,"Butchers and bakers, retail and wholesale",v64593436,10.457,60
2005/09,Alberta,"Public works and other labourers, n.e.c.",v64593575,10.59,60
2005/09,Alberta,Supervisors in manufacturing,v64593624,10.636,60
2005/10,Alberta,"Managers in engineering, architecture, science and information systems",v64593008,10.48,60
2005/10,Alberta,"Managers in health, education, social and community services",v64593030,10.7,60
2005/10,Alberta,"Writing, translating and public relations professionals",v64593316,10.344,60
2005/10,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,60
2005/10,Alberta,"Other occupations in travel, accommodation, amusement and recreation",v64593414,10.437,60
2005/10,Alberta,Other elemental service occupations,v64593445,10.466,60
2005/10,Alberta,"Machining, metalworking, woodworking and related machine operators",v64593685,10.697,60
2005/11,Alberta,Managers in financial and business services,v64593023,10.63,60
2005/11,Alberta,"Managers in health, education, social and community services",v64593030,10.7,60
2005/11,Alberta,Managers in manufacturing and utilities,v64593056,10.96,60
2005/11,Alberta,College and other vocational instructors,v64593295,10.324,60
2005/11,Alberta,"Writing, translating and public relations professionals",v64593316,10.344,60
2005/11,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,60
2005/11,Alberta,Tour and recreational guides and casino occupations,v64593410,10.433,60
2005/11,Alberta,Other elemental service occupations,v64593445,10.466,60
2005/11,Alberta,"Printing press operators, commercial divers and other trades and related occupations, n.e.c.",v64593532,10.549,60
2005/11,Alberta,Mine service workers and operators in oil and gas drilling,v64593600,10.614,60
2005/11,Alberta,Supervisors in manufacturing,v64593624,10.636,60
2005/11,Alberta,"Machining, metalworking, woodworking and related machine operators",v64593685,10.697,60
2005/12,Alberta,Managers in financial and business services,v64593023,10.63,60
2005/12,Alberta,Managers in manufacturing and utilities,v64593056,10.96,60
2005/12,Alberta,Office equipment operators,v64593107,10.143,60
2005/12,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,60
2005/12,Alberta,"Athletes, coaches, referees and related occupations",v64593350,10.378,60
2005/12,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,60
2005/12,Alberta,Other occupations in personal service,v64593427,10.448,60
2005/12,Alberta,Other elemental service occupations,v64593445,10.466,60
2005/12,Alberta,"Printing press operators, commercial divers and other trades and related occupations, n.e.c.",v64593532,10.549,60
2005/12,Alberta,Supervisors in manufacturing,v64593624,10.636,60
2006/01,Alberta,"Managers in engineering, architecture, science and information systems",v64593008,10.48,60
2006/01,Alberta,Managers in financial and business services,v64593023,10.63,60
2006/01,Alberta,Managers in manufacturing and utilities,v64593056,10.96,60
2006/01,Alberta,"Civil, mechanical, electrical and chemical engineers",v64593149,10.184,60
2006/01,Alberta,Other technical occupations in health care (except dental),v64593258,10.29,60
2006/01,Alberta,Other occupations in protective service,v64593395,10.418,60
2006/01,Alberta,Other elemental service occupations,v64593445,10.466,60
2006/01,Alberta,Other mechanics,v64593520,10.537,60
2006/01,Alberta,Machine operators and related workers in metal and mineral products processing,v64593646,10.658,60
2006/02,Alberta,"Managers in engineering, architecture, science and information systems",v64593008,10.48,60
2006/02,Alberta,Managers in financial and business services,v64593023,10.63,60
2006/02,Alberta,Office equipment operators,v64593107,10.143,60
2006/02,Alberta,"Civil, mechanical, electrical and chemical engineers",v64593149,10.184,60
2006/02,Alberta,Nurse supervisors and registered nurses,v64593238,10.271,60
2006/02,Alberta,Nurse supervisors and registered nurses,v64593239,10.272,60
2006/02,Alberta,Other technical occupations in health care (except dental),v64593258,10.29,60
2006/02,Alberta,College and other vocational instructors,v64593295,10.324,60
2006/02,Alberta,"Athletes, coaches, referees and related occupations",v64593350,10.378,60
2006/02,Alberta,Insurance and real estate sales occupations and buyers,v64593369,10.395,60
2006/02,Alberta,Other occupations in protective service,v64593395,10.418,60
2006/02,Alberta,Technical occupations in personal service,v64593424,10.445,60
2006/02,Alberta,Central control and process operators in manufacturing and processing,v64593641,10.653,60
2006/03,Alberta,Managers in financial and business services,v64593023,10.63,60
2006/03,Alberta,Office equipment operators,v64593107,10.143,60
2006/03,Alberta,"Civil, mechanical, electrical and chemical engineers",v64593149,10.184,60
2006/03,Alberta,"Technical occupations in architecture, drafting, surveying and mapping",v64593197,10.232,60
2006/03,Alberta,Other technical occupations in health care (except dental),v64593258,10.29,60
2006/03,Alberta,College and other vocational instructors,v64593295,10.324,60
2006/03,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,60
2006/03,Alberta,Creative designers and craftspersons,v64593344,10.372,60
2006/03,Alberta,Other occupations in protective service,v64593395,10.418,60
2006/03,Alberta,"Printing press operators, commercial divers and other trades and related occupations, n.e.c.",v64593532,10.549,60
2006/04,Alberta,"Managers in health, education, social and community services",v64593030,10.7,60
2006/04,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,60
2006/04,Alberta,Other occupations in protective service,v64593395,10.418,60
2006/04,Alberta,"Other occupations in travel, accommodation, amusement and recreation",v64593414,10.437,60
2006/04,Alberta,"Butchers and bakers, retail and wholesale",v64593436,10.457,60
2006/04,Alberta,"Printing press operators, commercial divers and other trades and related occupations, n.e.c.",v64593532,10.549,60
2006/04,Alberta,"Supervisors, processing occupations",v64593625,10.637,60
2006/05,Alberta,Office equipment operators,v64593107,10.143,60
2006/05,Alberta,Technical occupations in life sciences,v64593181,10.216,60
2006/05,Alberta,"Professional occupations in health, nurse supervisors and registered nurses",v64593219,10.11,60
2006/05,Alberta,"Photographers, graphic arts technicians and technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",v64593333,10.361,60
2006/05,Alberta,Stationary engineers and power station and system operators,v64593493,10.51,60
2006/06,Alberta,Managers in construction and transportation,v64593050,10.9,60
2006/06,Alberta,"Civil, mechanical, electrical and chemical engineers",v64593149,10.184,60
2006/06,Alberta,"Technical occupations in civil, mechanical and industrial engineering",v64593187,10.222,60
2006/06,Alberta,"Technical occupations in architecture, drafting, surveying and mapping",v64593197,10.232,60
2006/06,Alberta,Creative designers and craftspersons,v64593344,10.372,60
2006/06,Alberta,"Butchers and bakers, retail and wholesale",v64593436,10.457,60
2006/06,Alberta,Stationary engineers and power station and system operators,v64593493,10.51,60
2006/07,Alberta,"Technical occupations in civil, mechanical and industrial engineering",v64593187,10.222,60
2006/07,Alberta,"Technical occupations in architecture, drafting, surveying and mapping",v64593197,10.232,60
2006/07,Alberta,Creative and performing artists,v64593322,10.35,60
2006/07,Alberta,"Technical sales specialists, wholesale trade",v64593367,10.393,60
2006/07,Alberta,Stationary engineers and power station and system operators,v64593493,10.51,60
2006/07,Alberta,"Other installers, repairers and servicers",v64593536,10.553,60
2006/07,Alberta,"Public works and other labourers, n.e.c.",v64593575,10.59,60
2006/07,Alberta,Other assembly and related occupations,v64593701,10.713,60
2006/08,Alberta,"Managers in health, education, social and community services",v64593030,10.7,60
2006/08,Alberta,Managers in public administration,v64593035,10.75,60
2006/08,Alberta,Creative designers and craftspersons,v64593344,10.372,60
2006/08,Alberta,"Technical sales specialists, wholesale trade",v64593367,10.393,60
2006/08,Alberta,"Other occupations in travel, accommodation, amusement and recreation",v64593414,10.437,60
2006/08,Alberta,"Public works and other labourers, n.e.c.",v64593575,10.59,60
2006/08,Alberta,Logging and forestry workers,v64593605,10.619,60
2006/09,Alberta,Office equipment operators,v64593107,10.143,60
2006/09,Alberta,"Technical occupations in civil, mechanical and industrial engineering",v64593187,10.222,60
2006/09,Alberta,"Professional occupations in health, nurse supervisors and registered nurses",v64593219,10.11,60
2006/09,Alberta,Creative designers and craftspersons,v64593344,10.372,60
2006/09,Alberta,"Technical sales specialists, wholesale trade",v64593367,10.393,60
2006/09,Alberta,Other sales and related occupations,v64593441,10.462,60
2006/09,Alberta,"Other installers, repairers and servicers",v64593536,10.553,60
2006/09,Alberta,Logging machinery operators,v64593603,10.617,60
2006/09,Alberta,Logging and forestry workers,v64593605,10.619,60
2006/10,Alberta,Facility operation and maintenance managers,v64593014,10.54,60
2006/10,Alberta,Human resources and business service professionals,v64593066,10.104,60
2006/10,Alberta,"Technical occupations in civil, mechanical and industrial engineering",v64593187,10.222,60
2006/10,Alberta,"Professional occupations in health, nurse supervisors and registered nurses",v64593219,10.11,60
2006/10,Alberta,College and other vocational instructors,v64593295,10.324,60
2006/10,Alberta,Creative designers and craftspersons,v64593344,10.372,60
2006/10,Alberta,"Other occupations in travel, accommodation, amusement and recreation",v64593414,10.437,60
2006/10,Alberta,Other sales and related occupations,v64593441,10.462,60
2006/10,Alberta,"Other installers, repairers and servicers",v64593536,10.553,60
2006/11,Alberta,Human resources and business service professionals,v64593066,10.104,60
2006/11,Alberta,"Technical occupations in civil, mechanical and industrial engineering",v64593187,10.222,60
2006/11,Alberta,College and other vocational instructors,v64593295,10.324,60
2006/11,Alberta,Creative designers and craftspersons,v64593344,10.372,60
2006/11,Alberta,Other sales and related occupations,v64593441,10.462,60
2006/11,Alberta,"Contractors, operators and supervisors in agriculture, horticulture and aquaculture",v64593580,10.594,60
2006/11,Alberta,Supervisors in manufacturing,v64593624,10.636,60
2006/11,Alberta,"Machining, metalworking, woodworking and related machine operators",v64593685,10.697,60
2006/12,Alberta,"Technical sales specialists, wholesale trade",v64593367,10.393,60
2006/12,Alberta,Other sales and related occupations,v64593441,10.462,60
2006/12,Alberta,Supervisors in manufacturing,v64593624,10.636,60
2006/12,Alberta,"Machining, metalworking, woodworking and related machine operators",v64593685,10.697,60
2007/01,Alberta,Human resources and business service professionals,v64593066,10.104,60
2007/01,Alberta,Office equipment operators,v64593107,10.143,60
2007/01,Alberta,"Technical occupations in architecture, drafting, surveying and mapping",v64593197,10.232,60
2007/01,Alberta,Other technical occupations in health care (except dental),v64593258,10.29,60
2007/01,Alberta,Other occupations in protective service,v64593395,10.418,60
2007/01,Alberta,"Butchers and bakers, retail and wholesale",v64593436,10.457,60
2007/01,Alberta,Other sales and related occupations,v64593441,10.462,60
2007/01,Alberta,Other transport equipment operators and related workers,v64593560,10.576,60
